1/01/16;AMAZONAS;47
1/01/16;ANTIOQUIA;42
1/01/16;ANTIOQUIA;51
1/01/16;ANTIOQUIA;22
1/01/16;ANTIOQUIA;62
1/01/16;ANTIOQUIA;25
1/01/16;ANTIOQUIA;56
1/01/16;ANTIOQUIA;36
1/01/16;ANTIOQUIA;20
1/01/16;ATLÁNTICO;52
1/01/16;BOLÍVAR;29
1/01/16;BOLÍVAR;26
1/01/16;BOLÍVAR;21
1/01/16;BOLÍVAR;18
1/01/16;BOYACÁ;55
1/01/16;BOYACÁ;18
1/01/16;CALDAS;29
1/01/16;CALDAS;38
1/01/16;CASANARE;35
1/01/16;CAUCA;13
1/01/16;CAUCA;50
1/01/16;CESAR;31
1/01/16;CHOCÓ;38
1/01/16;CHOCÓ;28
1/01/16;CHOCÓ;32
1/01/16;CHOCÓ;31
1/01/16;CHOCÓ;17
1/01/16;CUNDINAMARCA;15
1/01/16;CUNDINAMARCA;20
1/01/16;CUNDINAMARCA;30
1/01/16;CUNDINAMARCA;21
1/12/16;HUILA;25
1/01/16;CUNDINAMARCA;33
1/01/16;CUNDINAMARCA;21
1/01/16;CUNDINAMARCA;37
1/01/16;GUAJIRA;44
1/01/16;HUILA;23
1/01/16;HUILA;34
1/01/16;HUILA;22
1/01/16;HUILA;52
1/01/16;HUILA;40
1/01/16;MAGDALENA;17
1/01/16;META;43
1/01/16;NARIÑO;42
1/01/16;NARIÑO;28
1/01/16;NARIÑO;20
1/01/16;NARIÑO;29
1/01/16;NARIÑO;24
1/01/16;NARIÑO;46
1/01/16;NARIÑO;51
1/01/16;NARIÑO;26
1/01/16;NORTE DE SANTANDER;38
1/01/16;NORTE DE SANTANDER;22
1/01/16;NORTE DE SANTANDER;30
1/01/16;PUTUMAYO;44
1/01/16;QUINDÍO;54
1/01/16;QUINDÍO;36
1/01/16;RISARALDA;33
1/01/16;RISARALDA;18
1/01/16;TOLIMA;50
1/01/16;TOLIMA;22
1/01/16;TOLIMA;25
1/01/16;TOLIMA;31
1/01/16;TOLIMA;46
1/01/16;VALLE;21
1/01/16;VALLE;43
1/01/16;VALLE;17
1/01/16;VALLE;40
1/01/16;VALLE;30
1/01/16;VALLE;18
1/01/16;VALLE;25
1/01/16;VALLE;52
1/01/16;VALLE;33
1/01/16;VALLE;21
1/01/16;VALLE;17
1/01/16;VALLE;30
1/01/16;VALLE;30
1/01/16;VALLE;26
1/01/16;VALLE;25
1/01/16;VALLE;32
1/01/16;VALLE;30
1/02/16;ANTIOQUIA;23
1/02/16;ANTIOQUIA;28
1/02/16;ANTIOQUIA;37
1/02/16;ANTIOQUIA;41
1/02/16;ANTIOQUIA;33
1/02/16;ANTIOQUIA;23
1/02/16;ATLÁNTICO;34
1/02/16;CALDAS;58
1/02/16;CAUCA;19
1/02/16;CAUCA;42
1/02/16;CAUCA;31
1/02/16;CAUCA;20
1/02/16;CHOCÓ;28
1/02/16;CUNDINAMARCA;27
1/02/16;CUNDINAMARCA;37
1/02/16;NARIÑO;25
1/02/16;QUINDÍO;40
1/02/16;QUINDÍO;25
1/02/16;RISARALDA;23
1/02/16;RISARALDA;36
1/02/16;SANTANDER;18
1/02/16;SANTANDER;30
1/02/16;TOLIMA;23
1/02/16;VALLE;26
1/02/16;VALLE;20
1/02/16;VALLE;37
1/02/16;VALLE;39
1/03/16;ANTIOQUIA;30
1/03/16;ANTIOQUIA;59
1/03/16;ANTIOQUIA;58
1/03/16;ANTIOQUIA;21
1/03/16;ANTIOQUIA;33
1/03/16;ANTIOQUIA;63
1/03/16;ATLÁNTICO;28
1/03/16;ATLÁNTICO;32
1/03/16;CALDAS;27
1/03/16;CALDAS;18
1/03/16;CAUCA;22
1/03/16;CESAR;23
1/03/16;CÓRDOBA;42
1/03/16;CUNDINAMARCA;33
1/03/16;CUNDINAMARCA;26
1/03/16;CUNDINAMARCA;21
1/03/16;CUNDINAMARCA;43
1/03/16;HUILA;17
1/03/16;META;22
1/03/16;META;15
1/03/16;META;31
1/03/16;NARIÑO;47
1/03/16;SUCRE;64
1/03/16;TOLIMA;40
1/03/16;TOLIMA;27
1/03/16;VALLE;31
1/04/16;ANTIOQUIA;39
1/04/16;ANTIOQUIA;32
1/04/16;ANTIOQUIA;27
1/04/16;ATLÁNTICO;18
1/04/16;ATLÁNTICO;19
1/04/16;ATLÁNTICO;34
1/04/16;BOLÍVAR;28
1/04/16;BOLÍVAR;40
1/04/16;BOYACÁ;27
1/04/16;BOYACÁ;55
1/04/16;BOYACÁ;81
1/04/16;CALDAS;27
1/04/16;CAUCA;31
1/04/16;CUNDINAMARCA;29
1/04/16;CUNDINAMARCA;23
