date,depto,num
07/04/2018,CÓRDOBA,39
07/04/2018,CUNDINAMARCA,18
07/04/2018,CUNDINAMARCA,21
07/04/2018,CUNDINAMARCA,40
07/04/2018,CUNDINAMARCA,18
07/04/2018,CUNDINAMARCA,24
07/04/2018,CUNDINAMARCA,47
07/04/2018,HUILA,37
07/04/2018,HUILA,61
07/04/2018,MAGDALENA,52
07/04/2018,META,31
07/04/2018,META,21
07/04/2018,META,22
07/04/2018,NARIÑO,28
07/04/2018,NARIÑO,56
07/04/2018,NORTE DE SANTANDER,45
07/04/2018,NORTE DE SANTANDER,27
07/04/2018,RISARALDA,27
07/04/2018,TOLIMA,53
07/04/2018,VALLE,15
07/04/2018,VALLE,31
07/04/2018,VALLE,23
07/04/2018,VALLE,30
07/04/2018,VALLE,29
07/04/2018,VALLE,23
07/04/2018,VALLE,28
07/04/2018,VALLE,19
07/04/2018,VALLE,52
08/04/2018,ANTIOQUIA,29
08/04/2018,ANTIOQUIA,25
08/04/2018,ANTIOQUIA,23
08/04/2018,ANTIOQUIA,22
08/04/2018,ANTIOQUIA,22
08/04/2018,ANTIOQUIA,21
08/04/2018,ATLÁNTICO,32
08/04/2018,ATLÁNTICO,35
08/04/2018,ATLÁNTICO,51
08/04/2018,ATLÁNTICO,43
08/04/2018,BOLÍVAR,34
08/04/2018,BOLÍVAR,30
08/04/2018,CALDAS,32
08/04/2018,CALDAS,36
08/04/2018,CAQUETÁ,27
08/04/2018,CAUCA,24
08/04/2018,CAUCA,29
08/04/2018,CAUCA,14
08/04/2018,CAUCA,24
08/04/2018,CAUCA,19
08/04/2018,CESAR,35
08/04/2018,CHOCÓ,29
08/04/2018,CHOCÓ,39
08/04/2018,CÓRDOBA,28
08/04/2018,CÓRDOBA,33
08/04/2018,CUNDINAMARCA,35
08/04/2018,CUNDINAMARCA,17
08/04/2018,CUNDINAMARCA,28
08/04/2018,CUNDINAMARCA,29
08/04/2018,CUNDINAMARCA,34
08/04/2018,CUNDINAMARCA,51
08/04/2018,CUNDINAMARCA,44
08/04/2018,CUNDINAMARCA,40
08/04/2018,CUNDINAMARCA,25
08/04/2018,CUNDINAMARCA,25
08/04/2018,CUNDINAMARCA,37
08/04/2018,CUNDINAMARCA,34
08/04/2018,CUNDINAMARCA,26
08/04/2018,GUAJIRA,22
08/04/2018,GUAVIARE,45
08/04/2018,HUILA,30
08/04/2018,MAGDALENA,31
08/04/2018,MAGDALENA,25
08/04/2018,NARIÑO,50
08/04/2018,NARIÑO,46
08/04/2018,NARIÑO,23
08/04/2018,NORTE DE SANTANDER,29
08/04/2018,NORTE DE SANTANDER,50
08/04/2018,PUTUMAYO,30
08/04/2018,PUTUMAYO,44
08/04/2018,PUTUMAYO,50
08/04/2018,SANTANDER,2
08/04/2018,SANTANDER,39
08/04/2018,SANTANDER,21
08/04/2018,SANTANDER,36
08/04/2018,VALLE,23
08/04/2018,VALLE,23
08/04/2018,VALLE,27
08/04/2018,VALLE,17
08/04/2018,VALLE,33
08/04/2018,VALLE,40
08/04/2018,VALLE,51
08/04/2018,VALLE,39
08/04/2018,VALLE,20
08/04/2018,VALLE,27
08/04/2018,VALLE,23
08/04/2018,VAUPÉS,53
09/04/2018,ANTIOQUIA,42
09/04/2018,ANTIOQUIA,37
09/04/2018,ANTIOQUIA,27
09/04/2018,ANTIOQUIA,27
09/04/2018,ANTIOQUIA,45
09/04/2018,ATLÁNTICO,17
09/04/2018,ATLÁNTICO,31
09/04/2018,BOLÍVAR,20
09/04/2018,CAUCA,47
09/04/2018,CAUCA,21
09/04/2018,CESAR,33
09/04/2018,CHOCÓ,60
09/04/2018,CHOCÓ,72
09/04/2018,CUNDINAMARCA,20
09/04/2018,CUNDINAMARCA,24
09/04/2018,CUNDINAMARCA,29
09/04/2018,CUNDINAMARCA,29
09/04/2018,CUNDINAMARCA,16
09/04/2018,GUAJIRA,65
09/04/2018,HUILA,64
09/04/2018,HUILA,23
09/04/2018,MAGDALENA,19
09/04/2018,META,39
09/04/2018,NARIÑO,21
09/04/2018,QUINDÍO,65
09/04/2018,QUINDÍO,36
09/04/2018,SANTANDER,20
09/04/2018,SANTANDER,26
09/04/2018,VALLE,23
09/04/2018,VALLE,15
09/04/2018,VALLE,31
09/04/2018,VALLE,56
09/04/2018,VALLE,34
09/04/2018,VALLE,46
09/04/2018,VALLE,48
10/04/2018,ANTIOQUIA,72
10/04/2018,ANTIOQUIA,42
10/04/2018,ANTIOQUIA,18
10/04/2018,ANTIOQUIA,45
10/04/2018,ANTIOQUIA,34
10/04/2018,ANTIOQUIA,35
10/04/2018,ANTIOQUIA,77
10/04/2018,ARAUCA,29
10/04/2018,ATLÁNTICO,39
10/04/2018,ATLÁNTICO,27
10/04/2018,CALDAS,71
10/04/2018,CASANARE,23
10/04/2018,CAUCA,21
10/04/2018,CAUCA,35
10/04/2018,CHOCÓ,33
10/04/2018,CÓRDOBA,53
10/04/2018,CÓRDOBA,25
10/04/2018,CUNDINAMARCA,17
10/04/2018,CUNDINAMARCA,34
10/04/2018,CUNDINAMARCA,52
10/04/2018,CUNDINAMARCA,26
10/04/2018,META,14
10/04/2018,NARIÑO,20
10/04/2018,QUINDÍO,17
10/04/2018,RISARALDA,30
10/04/2018,SANTANDER,21
10/04/2018,VALLE,68
10/04/2018,VALLE,25
10/04/2018,VALLE,23
10/04/2018,VALLE,33
11/04/2018,ANTIOQUIA,28
11/04/2018,ANTIOQUIA,28
11/04/2018,ANTIOQUIA,15
11/04/2018,ANTIOQUIA,40
11/04/2018,ANTIOQUIA,39
11/04/2018,ANTIOQUIA,21
11/04/2018,ANTIOQUIA,23
11/04/2018,ANTIOQUIA,25
11/04/2018,ANTIOQUIA,27
11/04/2018,ANTIOQUIA,29
11/04/2018,ANTIOQUIA,30
11/04/2018,ANTIOQUIA,31
11/04/2018,ANTIOQUIA,32
11/04/2018,ANTIOQUIA,16
11/04/2018,ARAUCA,82
11/04/2018,BOLÍVAR,32
11/04/2018,BOLÍVAR,22
11/04/2018,CAUCA,39
11/04/2018,CESAR,39
11/04/2018,CHOCÓ,32
11/04/2018,CHOCÓ,29
11/04/2018,CÓRDOBA,25
11/04/2018,CUNDINAMARCA,35
11/04/2018,CUNDINAMARCA,45
11/04/2018,META,33
11/04/2018,META,41
11/04/2018,NARIÑO,43
11/04/2018,NARIÑO,19
11/04/2018,QUINDÍO,61
11/04/2018,SANTANDER,25
11/04/2018,SANTANDER,73
11/04/2018,VALLE,36
11/04/2018,VALLE,20
12/04/2018,ANTIOQUIA,43
12/04/2018,ANTIOQUIA,27
12/04/2018,ANTIOQUIA,25
12/04/2018,ANTIOQUIA,23
12/04/2018,ANTIOQUIA,31
12/04/2018,ANTIOQUIA,33
12/04/2018,ANTIOQUIA,34
12/04/2018,ANTIOQUIA,41
12/04/2018,ANTIOQUIA,48
12/04/2018,ANTIOQUIA,36
12/04/2018,ATLÁNTICO,24
12/04/2018,ATLÁNTICO,17
12/04/2018,BOLÍVAR,28
12/04/2018,CASANARE,69
12/04/2018,CHOCÓ,24
12/04/2018,CHOCÓ,22
12/04/2018,CÓRDOBA,28
12/04/2018,CÓRDOBA,37
12/04/2018,CÓRDOBA,27
12/04/2018,CÓRDOBA,24
12/04/2018,CUNDINAMARCA,29
12/04/2018,CUNDINAMARCA,42
12/04/2018,CUNDINAMARCA,32
12/04/2018,NARIÑO,37
12/04/2018,NARIÑO,18
12/04/2018,NARIÑO,38
12/04/2018,NARIÑO,43
12/04/2018,NARIÑO,29
12/04/2018,NORTE DE SANTANDER,26
12/04/2018,RISARALDA,17
12/04/2018,SANTANDER,41
12/04/2018,VALLE,31
12/04/2018,VALLE,19
12/04/2018,VALLE,39
12/04/2018,VALLE,33
13/04/2018,ANTIOQUIA,30
13/04/2018,ANTIOQUIA,31
13/04/2018,ANTIOQUIA,21
13/04/2018,ANTIOQUIA,18
13/04/2018,ATLÁNTICO,32
13/04/2018,CUNDINAMARCA,22
13/04/2018,CUNDINAMARCA,41
13/04/2018,CUNDINAMARCA,35
13/04/2018,CUNDINAMARCA,22
13/04/2018,CUNDINAMARCA,37
13/04/2018,CUNDINAMARCA,31
13/04/2018,CUNDINAMARCA,17
13/04/2018,MAGDALENA,33
13/04/2018,META,24
13/04/2018,NORTE DE SANTANDER,61
13/04/2018,RISARALDA,66
13/04/2018,SUCRE,61
13/04/2018,TOLIMA,26
13/04/2018,TOLIMA,38
13/04/2018,VALLE,55
13/04/2018,VALLE,34
13/04/2018,VALLE,25
13/04/2018,VALLE,36
13/04/2018,VALLE,28
13/04/2018,VALLE,32
13/04/2018,VALLE,18
13/04/2018,VALLE,37
14/04/2018,ANTIOQUIA,37
14/04/2018,ANTIOQUIA,60
14/04/2018,ANTIOQUIA,42
14/04/2018,ANTIOQUIA,17
14/04/2018,ANTIOQUIA,27
14/04/2018,ANTIOQUIA,21
14/04/2018,ANTIOQUIA,38
14/04/2018,ANTIOQUIA,30
14/04/2018,ANTIOQUIA,42
14/04/2018,ANTIOQUIA,48
14/04/2018,ATLÁNTICO,30
14/04/2018,ATLÁNTICO,25
14/04/2018,ATLÁNTICO,22
14/04/2018,BOLÍVAR,8
14/04/2018,BOLÍVAR,35
14/04/2018,CALDAS,18
14/04/2018,CALDAS,35
14/04/2018,CAUCA,24
14/04/2018,CAUCA,52
14/04/2018,CAUCA,57
14/04/2018,CHOCÓ,34
14/04/2018,CÓRDOBA,60
14/04/2018,CUNDINAMARCA,31
14/04/2018,CUNDINAMARCA,49
14/04/2018,CUNDINAMARCA,22
14/04/2018,CUNDINAMARCA,34
14/04/2018,CUNDINAMARCA,48
14/04/2018,CUNDINAMARCA,20
14/04/2018,GUAJIRA,26
14/04/2018,GUAJIRA,41
14/04/2018,META,21
14/04/2018,RISARALDA,23
14/04/2018,TOLIMA,30
14/04/2018,VALLE,29
14/04/2018,VALLE,35
14/04/2018,VALLE,19
14/04/2018,VALLE,44
14/04/2018,VALLE,19
14/04/2018,VALLE,33
14/04/2018,VALLE,22
14/04/2018,VALLE,34
14/04/2018,VALLE,27
14/04/2018,VALLE,17
14/04/2018,VALLE,18
14/04/2018,VALLE,19
14/04/2018,VALLE,25
14/04/2018,VALLE,61
14/04/2018,VALLE,30
14/04/2018,VALLE,27
14/04/2018,VALLE,23
15/04/2018,ANTIOQUIA,43
15/04/2018,ANTIOQUIA,70
15/04/2018,ANTIOQUIA,28
15/04/2018,ANTIOQUIA,21
15/04/2018,ANTIOQUIA,30
15/04/2018,ANTIOQUIA,26
15/04/2018,ANTIOQUIA,33
15/04/2018,ANTIOQUIA,39
15/04/2018,ANTIOQUIA,31
15/04/2018,ANTIOQUIA,25
15/04/2018,ANTIOQUIA,28
15/04/2018,ANTIOQUIA,34
15/04/2018,ANTIOQUIA,30
15/04/2018,ANTIOQUIA,20
15/04/2018,ANTIOQUIA,26
15/04/2018,ANTIOQUIA,18
15/04/2018,ANTIOQUIA,37
15/04/2018,ARAUCA,59
15/04/2018,ATLÁNTICO,50
15/04/2018,ATLÁNTICO,36
15/04/2018,ATLÁNTICO,32
15/04/2018,ATLÁNTICO,47
15/04/2018,ATLÁNTICO,27
15/04/2018,ATLÁNTICO,53
15/04/2018,BOLÍVAR,50
15/04/2018,BOLÍVAR,26
15/04/2018,CAQUETÁ,41
15/04/2018,CAQUETÁ,41
15/04/2018,CAQUETÁ,39
15/04/2018,CAUCA,19
15/04/2018,CAUCA,25
15/04/2018,CAUCA,44
15/04/2018,CAUCA,20
15/04/2018,CAUCA,35
15/04/2018,CESAR,20
15/04/2018,CÓRDOBA,26
15/04/2018,CUNDINAMARCA,28
15/04/2018,CUNDINAMARCA,27
15/04/2018,HUILA,46
15/04/2018,HUILA,18
15/04/2018,MAGDALENA,37
15/04/2018,MAGDALENA,27
15/04/2018,META,20
15/04/2018,NARIÑO,30
15/04/2018,NARIÑO,37
15/04/2018,NORTE DE SANTANDER,39
15/04/2018,NORTE DE SANTANDER,26
15/04/2018,PUTUMAYO,64
15/04/2018,QUINDÍO,25
15/04/2018,QUINDÍO,28
15/04/2018,SANTANDER,31
15/04/2018,SANTANDER,30
15/04/2018,TOLIMA,13
15/04/2018,TOLIMA,42
15/04/2018,VALLE,30
15/04/2018,VALLE,28
15/04/2018,VALLE,33
15/04/2018,VALLE,47
15/04/2018,VALLE,72
15/04/2018,VALLE,23
15/04/2018,VALLE,49
16/04/2018,ANTIOQUIA,29
16/04/2018,ANTIOQUIA,21
16/04/2018,ANTIOQUIA,35
16/04/2018,ANTIOQUIA,50
16/04/2018,ANTIOQUIA,77
16/04/2018,ANTIOQUIA,29
16/04/2018,ATLÁNTICO,20
16/04/2018,ATLÁNTICO,20
16/04/2018,ATLÁNTICO,29
16/04/2018,BOLÍVAR,30
16/04/2018,BOLÍVAR,33
16/04/2018,CAQUETÁ,21
16/04/2018,CAQUETÁ,31
16/04/2018,CASANARE,34
16/04/2018,CAUCA,23
16/04/2018,CAUCA,25
16/04/2018,CESAR,21
16/04/2018,CESAR,28
16/04/2018,CUNDINAMARCA,56
16/04/2018,CUNDINAMARCA,32
16/04/2018,MAGDALENA,28
16/04/2018,NARIÑO,31
16/04/2018,NARIÑO,22
16/04/2018,QUINDÍO,72
16/04/2018,RISARALDA,43
16/04/2018,SUCRE,48
16/04/2018,VALLE,18
16/04/2018,VALLE,19
16/04/2018,VALLE,30
16/04/2018,VALLE,20
16/04/2018,VALLE,70
16/04/2018,VALLE,67
16/04/2018,VALLE,62
16/04/2018,VALLE,18
17/04/2018,ANTIOQUIA,25
17/04/2018,ANTIOQUIA,19
17/04/2018,ANTIOQUIA,35
17/04/2018,ANTIOQUIA,48
17/04/2018,ARAUCA,34
17/04/2018,CALDAS,38
17/04/2018,CAQUETÁ,14
17/04/2018,CAQUETÁ,36
17/04/2018,CAQUETÁ,47
17/04/2018,CHOCÓ,18
17/04/2018,CHOCÓ,38
17/04/2018,CHOCÓ,57
17/04/2018,CÓRDOBA,42
17/04/2018,CÓRDOBA,35
17/04/2018,CUNDINAMARCA,24
17/04/2018,CUNDINAMARCA,39
17/04/2018,GUAJIRA,25
17/04/2018,GUAJIRA,44
17/04/2018,MAGDALENA,41
17/04/2018,MAGDALENA,52
17/04/2018,META,25
17/04/2018,NORTE DE SANTANDER,31
17/04/2018,NORTE DE SANTANDER,26
17/04/2018,NORTE DE SANTANDER,29
17/04/2018,PUTUMAYO,28
17/04/2018,SANTANDER,28
17/04/2018,SUCRE,4
17/04/2018,SUCRE,44
17/04/2018,TOLIMA,18
17/04/2018,TOLIMA,61
17/04/2018,TOLIMA,22
17/04/2018,VALLE,17
17/04/2018,VALLE,16
17/04/2018,VALLE,33
17/04/2018,VALLE,33
17/04/2018,VALLE,35
17/04/2018,VALLE,16
17/04/2018,VALLE,33
17/04/2018,VALLE,17
18/04/2018,ANTIOQUIA,35
18/04/2018,ANTIOQUIA,37
18/04/2018,ANTIOQUIA,22
18/04/2018,ANTIOQUIA,36
18/04/2018,ANTIOQUIA,42
18/04/2018,ANTIOQUIA,25
18/04/2018,ANTIOQUIA,40
18/04/2018,ANTIOQUIA,31
18/04/2018,ATLÁNTICO,46
18/04/2018,ATLÁNTICO,1
18/04/2018,CHOCÓ,17
18/04/2018,CHOCÓ,27
18/04/2018,CÓRDOBA,47
18/04/2018,CUNDINAMARCA,36
18/04/2018,CUNDINAMARCA,36
18/04/2018,CUNDINAMARCA,29
18/04/2018,CUNDINAMARCA,25
18/04/2018,HUILA,54
18/04/2018,HUILA,27
18/04/2018,MAGDALENA,37
18/04/2018,NORTE DE SANTANDER,41
18/04/2018,NORTE DE SANTANDER,36
18/04/2018,NORTE DE SANTANDER,67
18/04/2018,NORTE DE SANTANDER,21
18/04/2018,PUTUMAYO,22
18/04/2018,VALLE,37
18/04/2018,VALLE,36
18/04/2018,VICHADA,22
19/04/2018,ANTIOQUIA,67
19/04/2018,ANTIOQUIA,18
19/04/2018,ANTIOQUIA,33
19/04/2018,ANTIOQUIA,21
19/04/2018,ANTIOQUIA,30
19/04/2018,ANTIOQUIA,33
19/04/2018,ANTIOQUIA,43
19/04/2018,ANTIOQUIA,39
19/04/2018,ATLÁNTICO,22
19/04/2018,ATLÁNTICO,1
19/04/2018,ATLÁNTICO,34
19/04/2018,CAUCA,25
19/04/2018,CUNDINAMARCA,18
19/04/2018,CUNDINAMARCA,21
19/04/2018,CUNDINAMARCA,3
19/04/2018,NORTE DE SANTANDER,44
19/04/2018,QUINDÍO,42
19/04/2018,SANTANDER,27
19/04/2018,VALLE,16
19/04/2018,VALLE,21
19/04/2018,VALLE,24
19/04/2018,VALLE,21
19/04/2018,VALLE,18
19/04/2018,VICHADA,18
20/04/2018,ANTIOQUIA,34
20/04/2018,ANTIOQUIA,25
20/04/2018,ANTIOQUIA,4
20/04/2018,ANTIOQUIA,35
20/04/2018,ANTIOQUIA,40
20/04/2018,ATLÁNTICO,76
20/04/2018,BOLÍVAR,15
20/04/2018,CALDAS,20
20/04/2018,CAQUETÁ,30
20/04/2018,CESAR,44
20/04/2018,CÓRDOBA,31
20/04/2018,CÓRDOBA,31
20/04/2018,CUNDINAMARCA,27
20/04/2018,CUNDINAMARCA,30
20/04/2018,CUNDINAMARCA,43
20/04/2018,GUAJIRA,32
20/04/2018,HUILA,33
20/04/2018,META,27
20/04/2018,NARIÑO,25
20/04/2018,NORTE DE SANTANDER,31
20/04/2018,NORTE DE SANTANDER,22
20/04/2018,NORTE DE SANTANDER,32
20/04/2018,NORTE DE SANTANDER,25
20/04/2018,NORTE DE SANTANDER,30
20/04/2018,PUTUMAYO,45
20/04/2018,PUTUMAYO,17
20/04/2018,QUINDÍO,29
20/04/2018,RISARALDA,44
20/04/2018,RISARALDA,33
20/04/2018,TOLIMA,57
20/04/2018,VALLE,22
20/04/2018,VALLE,21
20/04/2018,VALLE,16
20/04/2018,VALLE,25
20/04/2018,VALLE,25
20/04/2018,VALLE,53
20/04/2018,VALLE,19
20/04/2018,VALLE,52
21/04/2018,ANTIOQUIA,20
21/04/2018,ANTIOQUIA,28
21/04/2018,ANTIOQUIA,33
21/04/2018,ANTIOQUIA,18
21/04/2018,ANTIOQUIA,47
21/04/2018,ANTIOQUIA,32
21/04/2018,ANTIOQUIA,18
21/04/2018,ANTIOQUIA,22
21/04/2018,ANTIOQUIA,28
21/04/2018,ARAUCA,35
21/04/2018,ARAUCA,27
21/04/2018,ARAUCA,24
21/04/2018,ATLÁNTICO,28
21/04/2018,ATLÁNTICO,27
21/04/2018,BOLÍVAR,25
21/04/2018,CAUCA,22
21/04/2018,CÓRDOBA,19
21/04/2018,CÓRDOBA,45
21/04/2018,CUNDINAMARCA,35
21/04/2018,CUNDINAMARCA,39
21/04/2018,CUNDINAMARCA,48
21/04/2018,META,37
21/04/2018,NARIÑO,29
21/04/2018,QUINDÍO,28
21/04/2018,QUINDÍO,22
21/04/2018,RISARALDA,48
21/04/2018,SANTANDER,45
21/04/2018,VALLE,33
21/04/2018,VALLE,38
21/04/2018,VALLE,37
21/04/2018,VALLE,29
21/04/2018,VALLE,44
21/04/2018,VALLE,61
21/04/2018,VALLE,33
21/04/2018,VALLE,36
22/04/2018,ANTIOQUIA,22
22/04/2018,ANTIOQUIA,23
22/04/2018,ANTIOQUIA,23
22/04/2018,ANTIOQUIA,28
22/04/2018,ANTIOQUIA,53
22/04/2018,ANTIOQUIA,31
22/04/2018,ANTIOQUIA,35
22/04/2018,ANTIOQUIA,31
22/04/2018,ANTIOQUIA,16
22/04/2018,ANTIOQUIA,22
22/04/2018,ANTIOQUIA,54
22/04/2018,ANTIOQUIA,22
22/04/2018,ANTIOQUIA,25
22/04/2018,ATLÁNTICO,43
22/04/2018,ATLÁNTICO,21
22/04/2018,ATLÁNTICO,26
22/04/2018,BOLÍVAR,22
22/04/2018,BOLÍVAR,41
22/04/2018,BOLÍVAR,30
22/04/2018,BOLÍVAR,28
22/04/2018,BOYACÁ,34
22/04/2018,CALDAS,24
22/04/2018,CALDAS,44
22/04/2018,CALDAS,17
22/04/2018,CAQUETÁ,56
22/04/2018,CAUCA,59
22/04/2018,CAUCA,24
22/04/2018,CAUCA,40
22/04/2018,CESAR,45
22/04/2018,CESAR,54
22/04/2018,CHOCÓ,26
22/04/2018,CUNDINAMARCA,31
22/04/2018,CUNDINAMARCA,27
22/04/2018,CUNDINAMARCA,25
22/04/2018,CUNDINAMARCA,25
22/04/2018,CUNDINAMARCA,35
22/04/2018,CUNDINAMARCA,26
22/04/2018,CUNDINAMARCA,18
22/04/2018,CUNDINAMARCA,15
22/04/2018,CUNDINAMARCA,33
22/04/2018,CUNDINAMARCA,18
22/04/2018,CUNDINAMARCA,21
22/04/2018,CUNDINAMARCA,35
22/04/2018,CUNDINAMARCA,21
22/04/2018,CUNDINAMARCA,30
22/04/2018,CUNDINAMARCA,31
22/04/2018,GUAJIRA,26
22/04/2018,HUILA,22
22/04/2018,MAGDALENA,74
22/04/2018,MAGDALENA,48
22/04/2018,MAGDALENA,23
22/04/2018,NARIÑO,40
22/04/2018,NARIÑO,27
22/04/2018,NORTE DE SANTANDER,49
22/04/2018,NORTE DE SANTANDER,40
22/04/2018,QUINDÍO,19
22/04/2018,SANTANDER,29
22/04/2018,SANTANDER,17
22/04/2018,SANTANDER,64
22/04/2018,TOLIMA,25
22/04/2018,TOLIMA,82
22/04/2018,VALLE,50
22/04/2018,VALLE,29
22/04/2018,VALLE,31
22/04/2018,VALLE,34
22/04/2018,VALLE,45
22/04/2018,VALLE,20
22/04/2018,VALLE,16
22/04/2018,VALLE,32
22/04/2018,VALLE,26
22/04/2018,VALLE,24
22/04/2018,VALLE,30
22/04/2018,VALLE,25
22/04/2018,VALLE,30
22/04/2018,VALLE,23
22/04/2018,VALLE,64
22/04/2018,VALLE,31
23/04/2018,ANTIOQUIA,17
23/04/2018,ANTIOQUIA,15
23/04/2018,ANTIOQUIA,33
23/04/2018,ANTIOQUIA,42
23/04/2018,ANTIOQUIA,39
23/04/2018,ANTIOQUIA,42
23/04/2018,ANTIOQUIA,45
23/04/2018,ARAUCA,26
23/04/2018,ATLÁNTICO,27
23/04/2018,BOLÍVAR,46
23/04/2018,BOLÍVAR,34
23/04/2018,CALDAS,23
23/04/2018,CAQUETÁ,23
23/04/2018,CAQUETÁ,20
23/04/2018,CAQUETÁ,21
23/04/2018,CAUCA,-
23/04/2018,CESAR,38
23/04/2018,CUNDINAMARCA,34
23/04/2018,CUNDINAMARCA,22
23/04/2018,MAGDALENA,29
23/04/2018,META,59
23/04/2018,NARIÑO,23
23/04/2018,NORTE DE SANTANDER,44
23/04/2018,QUINDÍO,19
23/04/2018,QUINDÍO,70
23/04/2018,VALLE,41
23/04/2018,VALLE,18
23/04/2018,VALLE,39
23/04/2018,VALLE,35
23/04/2018,VALLE,37
23/04/2018,VALLE,64
24/04/2018,ANTIOQUIA,29
24/04/2018,ANTIOQUIA,24
24/04/2018,ANTIOQUIA,27
24/04/2018,ANTIOQUIA,23
24/04/2018,ANTIOQUIA,38
24/04/2018,ATLÁNTICO,23
24/04/2018,CESAR,64
24/04/2018,CESAR,37
24/04/2018,CUNDINAMARCA,31
24/04/2018,CUNDINAMARCA,45
24/04/2018,CUNDINAMARCA,22
24/04/2018,CUNDINAMARCA,23
24/04/2018,HUILA,21
24/04/2018,META,47
24/04/2018,NARIÑO,30
24/04/2018,NARIÑO,18
24/04/2018,NARIÑO,44
24/04/2018,NORTE DE SANTANDER,29
24/04/2018,QUINDÍO,20
24/04/2018,VALLE,37
24/04/2018,VALLE,30
24/04/2018,VALLE,22
24/04/2018,VALLE,28
24/04/2018,VALLE,31
24/04/2018,VALLE,27
25/04/2018,ANTIOQUIA,37
25/04/2018,ANTIOQUIA,51
25/04/2018,ANTIOQUIA,38
25/04/2018,ANTIOQUIA,19
25/04/2018,ANTIOQUIA,35
25/04/2018,ANTIOQUIA,49
25/04/2018,ANTIOQUIA,26
25/04/2018,ANTIOQUIA,27
25/04/2018,ANTIOQUIA,19
25/04/2018,ANTIOQUIA,16
25/04/2018,ANTIOQUIA,19
25/04/2018,ARAUCA,33
25/04/2018,BOLÍVAR,31
25/04/2018,CALDAS,37
25/04/2018,CAUCA,18
25/04/2018,CUNDINAMARCA,32
25/04/2018,CUNDINAMARCA,22
25/04/2018,CUNDINAMARCA,48
25/04/2018,CUNDINAMARCA,24
25/04/2018,CUNDINAMARCA,19
25/04/2018,META,46
25/04/2018,NARIÑO,38
25/04/2018,NARIÑO,22
25/04/2018,NARIÑO,41
25/04/2018,NORTE DE SANTANDER,48
25/04/2018,NORTE DE SANTANDER,41
25/04/2018,PUTUMAYO,32
25/04/2018,RISARALDA,36
25/04/2018,RISARALDA,42
25/04/2018,SUCRE,50
25/04/2018,TOLIMA,40
25/04/2018,VALLE,18
25/04/2018,VALLE,21
25/04/2018,VALLE,31
25/04/2018,VALLE,30
25/04/2018,VALLE,24
25/04/2018,VALLE,32
26/04/2018,ANTIOQUIA,28
26/04/2018,ANTIOQUIA,22
26/04/2018,ANTIOQUIA,34
26/04/2018,ANTIOQUIA,5
26/04/2018,ANTIOQUIA,40
26/04/2018,ANTIOQUIA,16
26/04/2018,ANTIOQUIA,28
26/04/2018,ANTIOQUIA,23
26/04/2018,ANTIOQUIA,33
26/04/2018,ARAUCA,26
26/04/2018,ARAUCA,27
26/04/2018,ATLÁNTICO,33
26/04/2018,ATLÁNTICO,38
26/04/2018,BOLÍVAR,35
26/04/2018,CESAR,51
26/04/2018,CUNDINAMARCA,22
26/04/2018,CUNDINAMARCA,48
26/04/2018,NARIÑO,23
26/04/2018,NARIÑO,16
26/04/2018,NARIÑO,38
26/04/2018,NORTE DE SANTANDER,46
26/04/2018,SANTANDER,50
26/04/2018,SANTANDER,50
26/04/2018,VALLE,29
26/04/2018,VALLE,53
26/04/2018,VALLE,23
26/04/2018,VALLE,24
26/04/2018,VALLE,74
26/04/2018,VALLE,32
27/04/2018,ANTIOQUIA,56
27/04/2018,ANTIOQUIA,37
27/04/2018,ANTIOQUIA,41
27/04/2018,ANTIOQUIA,18
27/04/2018,ANTIOQUIA,31
27/04/2018,ANTIOQUIA,46
27/04/2018,ANTIOQUIA,50
27/04/2018,ANTIOQUIA,50
27/04/2018,ATLÁNTICO,31
27/04/2018,BOLÍVAR,27
27/04/2018,CAUCA,44
27/04/2018,CAUCA,44
27/04/2018,CAUCA,18
27/04/2018,CÓRDOBA,21
27/04/2018,CUNDINAMARCA,27
27/04/2018,CUNDINAMARCA,34
27/04/2018,HUILA,24
27/04/2018,NARIÑO,33
27/04/2018,NARIÑO,33
27/04/2018,NORTE DE SANTANDER,43
27/04/2018,NORTE DE SANTANDER,43
27/04/2018,PUTUMAYO,73
27/04/2018,RISARALDA,27
27/04/2018,SANTANDER,52
27/04/2018,SANTANDER,20
27/04/2018,TOLIMA,28
27/04/2018,VALLE,36
27/04/2018,VALLE,18
27/04/2018,VALLE,45
27/04/2018,VALLE,22
27/04/2018,VALLE,20
27/04/2018,VALLE,23
27/04/2018,VALLE,23
27/04/2018,VALLE,42
28/04/2018,ANTIOQUIA,29
28/04/2018,ANTIOQUIA,25
28/04/2018,ANTIOQUIA,20
28/04/2018,ANTIOQUIA,57
28/04/2018,ANTIOQUIA,26
28/04/2018,ANTIOQUIA,46
28/04/2018,ANTIOQUIA,26
28/04/2018,ANTIOQUIA,19
28/04/2018,ARAUCA,53
28/04/2018,ATLÁNTICO,22
28/04/2018,BOYACÁ,48
28/04/2018,CALDAS,32
28/04/2018,CASANARE,41
28/04/2018,CAUCA,22
28/04/2018,CAUCA,27
28/04/2018,CAUCA,17
28/04/2018,CAUCA,26
28/04/2018,CESAR,39
28/04/2018,CHOCÓ,22
28/04/2018,CUNDINAMARCA,17
28/04/2018,CUNDINAMARCA,24
